,Наименование ДП,Нематериальные активы,Основные средства,Внеоборотные активы,Дебиторская задолженность,Оборотные активы,Уставный капитал,Капитал и резервы,Заёмные средства (долгосрочные),Долгосрочные обязательства,Заёмные средства (краткосрочные),Кредиторская задолженность,Краткосрочные обязательства,Выручка,Себестоимость продаж,Прибыль (убыток) до налогообложения,Прибыль (убыток) от продажи,"Макс. ПДЗ за 2019 год, дней"
106,106,0.0,958598.7261146496,971974.5222929936,5169426.751592357,10328662.42038216,978343.949044586,5610828.025477706,0.0,440127.3885350318,0.0,5249681.52866242,5249681.52866242,44129299.36305732,43567515.92356688,353503.1847133757,561783.4394904459,101
107,107,201910.8280254777,5041401.27388535,7512101.910828025,613275159.2356688,825963057.3248408,955414.0127388536,269068152.8662421,0.0,45222.92993630573,0.0,563526751.5923567,564361783.4394904,1505436942.675159,1080478980.89172,212680891.7197452,248150318.4713376,0
108,108,0.0,2537579.617834395,2537579.617834395,79463694.26751593,275789808.9171975,6369.426751592357,53324203.82165605,109872611.4649681,109883439.4904458,0.0,115119745.2229299,115119745.2229299,1048749044.585987,936918471.3375796,16537579.6178344,36126751.59235669,0
109,109,42675.15923566879,2802074522.292993,5436398726.11465,1232332484.076433,5357680891.719745,329299.3630573248,8858996178.343948,0.0,266470063.6942675,31210.19108280255,1572246496.815287,1668613375.796178,15218300636.94268,12689452229.29936,1956466878.980892,1608321019.10828,2
110,110,0.0,2235247770.700637,3292705732.484076,2449484076.433121,5687685350.318471,35031847.13375796,1834208280.254777,0.0,146957961.7834395,4538480891.719745,1851884713.375796,6999224840.764331,6893384713.375796,6246965605.095541,-1832583439.490446,-1380524840.764331,7
111,111,40127.38853503185,25251592.3566879,29444585.98726114,75543312.10191083,438420382.1656051,6369426.751592357,214598726.1146497,93630573.24840765,98105732.48407644,10414012.7388535,139485350.3184713,155160509.5541401,714163057.3248408,621060509.5541401,80829299.36305732,93102547.77070063,14
112,112,1910.828025477707,12926114.64968153,12928025.47770701,26098726.11464968,123040127.388535,6369.426751592357,84407006.36942674,0.0,0.0,0.0,51561146.49681529,51561146.49681529,369832484.0764331,322517197.4522293,28328662.42038216,29671337.57961783,0
113,113,0.0,2520382.165605095,3850318.47133758,34338853.50318471,86521656.05095541,28662.4203821656,25412738.85350318,22484076.43312101,22484076.43312101,15987261.14649681,26487898.08917197,42475159.23566879,284627388.5350319,247170700.6369427,588535.0318471338,10412738.85350318,2
114,114,777070.0636942675,1664626114.649682,1936812738.853503,1372150955.414013,3239687261.146497,621662420.3821656,2169722929.936305,600136942.6751592,839832484.0764331,327098089.1719745,1630382802.547771,2166944585.987261,6716712738.853503,4759692993.630573,1203577707.006369,1463709554.140127,29
115,115,0.0,285843312.1019108,309394904.4585987,193540764.3312102,1289952229.299363,118789808.9171974,638036942.6751592,443183439.4904459,472093630.5732484,3453503.184713376,461317197.4522293,489216560.5095541,2786410191.082802,2345256687.898089,54005095.54140128,-3921019.108280255,3
116,116,1854777.070063694,980621656.0509554,1826684076.433121,2829036305.732484,10213954777.07006,573885.3503184713,6129296815.286624,0.0,0.0,1720084713.375796,4126619745.22293,5911342038.21656,51727291082.80254,47157899363.05732,1430037579.617834,1671680254.77707,0
117,117,0.0,4692356.687898089,4692356.687898089,1625477.707006369,98167515.92356688,6369.426751592357,18776433.1210191,0.0,0.0,66222292.99363057,17861146.49681529,84083439.49044585,153743949.044586,145554140.1273885,486624.203821656,542038.2165605095,4
118,118,3821.656050955414,9687261.146496816,23559235.66878981,15763694.26751592,105003821.656051,13389808.91719745,-42436305.73248407,0.0,4582165.605095541,93788535.03184712,68136942.67515923,166417197.4522293,107021656.0509554,94039490.44585986,-7389808.917197452,-3041401.27388535,65
119,119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120,120,0.0,80071974.52229299,80071974.52229299,124836305.7324841,259990445.8598726,6369.426751592357,157748407.6433121,0.0,0.0,0.0,182314012.7388535,182314012.7388535,861622929.9363056,635794267.5159235,53473885.35031847,50138216.56050956,0
121,121,2835031.847133758,72878980.89171974,113469426.7515924,63854140.12738853,149637579.6178344,19108.28025477707,57784076.43312102,31210191.08280255,55740127.38853503,29373248.40764331,110534394.9044586,149582165.6050955,710267515.9235668,645180891.7197452,8594904.458598725,24068789.8089172,0
122,122,0.0,8591082.80254777,9654777.070063692,95043949.044586,161001273.8853503,6369.426751592357,82806369.42675158,0.0,0.0,21848407.6433121,66001273.88535032,87849681.52866241,381651592.3566879,313176433.1210191,30358598.72611465,41405732.48407643,0
123,123,0.0,365023566.8789809,482057961.7834395,702120382.1656051,1411072611.464968,32203184.7133758,1036717834.394904,0.0,499363.0573248408,119254140.1273885,736659235.6687897,855913375.7961783,2768627388.535032,2325154777.070064,22359872.61146497,72291719.74522293,0
124,124,1256386624.203822,27344897452.2293,353104404458.5987,8889623566.87898,45365125477.70701,87898.08917197451,167173445859.8726,173294685350.3185,218657384713.3758,5956236942.675159,5899319108.280254,12638698726.11465,86548703184.71338,26597198089.17197,27111706369.42675,53950595541.40127,0
125,125,0.0,11089171.97452229,11129299.36305732,132273885.3503185,232782165.6050956,636942.6751592356,55228025.47770701,8119108.280254777,8168789.808917197,24820382.16560509,155693630.5732484,180514012.7388535,1224618471.337579,1045371974.522293,22822292.99363057,40791719.74522293,47
126,126,0.0,47682165.60509554,56140764.33121019,2310365605.095541,3478589171.974522,59896815.2866242,-114191719.7452229,0.0,211994904.4585987,1374124203.821656,1822947770.700637,3436926751.592357,4619331210.191083,4870169426.751593,-421779617.8343949,-392109554.1401274,820
127,127,0.0,612101.9108280254,612101.9108280254,25607006.36942675,142025477.7070064,3191082.802547771,82298089.17197452,0.0,0.0,0.0,60339490.44585987,60339490.44585987,532955414.0127388,436219745.2229299,5555414.012738854,7068152.866242038,0
128,128,350955.4140127389,95814012.7388535,96270063.69426753,3219167515.923567,7118728662.420382,6439490.445859873,1944987898.089172,1245222.929936306,2756050.955414013,2534987261.146497,2732267515.923567,5267254777.070064,22394577707.00637,20605264331.21019,323003821.6560509,482984713.3757961,12
129,129,100724203.821656,190115286.6242038,291938853.5031847,435120382.1656051,1407761783.43949,98053503.18471338,1032940764.33121,0.0,5236305.732484076,159891719.7452229,488780891.7197452,661523566.8789809,2800416560.509554,2057083439.490446,464878980.8917197,436992356.6878981,13
130,130,0.0,233996815.2866242,301704458.5987261,354287261.1464968,1484185987.261146,1158509554.140127,1511130573.248408,0.0,21132484.07643312,0.0,193873248.4076433,253627388.5350318,4629107643.312101,4480428662.420382,1878980.891719745,46792993.63057324,24
131,131,3184.713375796178,31808280.25477707,33021019.10828025,287890445.8598726,742400636.9426751,676433.1210191082,188080891.7197452,187581528.6624204,187581528.6624204,299547133.7579617,97271337.57961784,399759235.6687898,2450578980.89172,2207286624.203822,1825477.707006369,52906369.42675159,5
132,132,0.0,96815.2866242038,96815.2866242038,499668152.866242,667505095.5414013,6369.426751592357,319963057.3248407,13777070.06369427,13777070.06369427,23566.87898089172,333838216.5605096,333861783.4394904,960433757.9617834,895545859.8726114,52458598.72611465,52799363.05732484,7
133,133,664416560.5095541,61800505095.5414,100971218471.3376,46046757961.78344,51409047133.75796,2110375796.178344,86130257961.78343,34819145859.87261,43118821656.05096,696236305.7324841,21440247133.75796,23131185987.26115,120330668152.8662,107701123566.879,9156919745.222927,10599087898.08917,0
134,134,69426.75159235668,52143949.04458599,201318471.3375796,113341401.2738853,290649681.5286624,6369.426751592357,247270063.6942675,44605095.54140128,49758598.72611465,77701273.88535032,105223566.8789809,194939490.4458599,692701273.8853503,530964331.2101911,13268152.86624204,11106369.42675159,25
135,135,38145222.92993631,13170546496.81529,16178930573.24841,9103987898.089172,15492608280.25478,372312738.8535032,7551045859.872611,11946701910.82803,12210610828.02548,5414012738.853503,6036188535.031847,11909882165.6051,36749423566.87898,34757319108.28025,-1883073248.407644,506405095.5414013,17
136,136,0.0,9950318.47133758,9950318.47133758,11975796.17834395,68612101.91082802,2601273.885350318,34003184.71337579,23792993.63057325,23792993.63057325,0.0,20766242.03821656,20766242.03821656,317661783.4394904,298044585.9872611,818471.3375796179,4447133.757961784,2
137,137,66242.03821656051,17460227388.53503,18229256050.95541,380492993.6305732,1917394904.458598,12164968152.86624,14533149681.52866,0.0,364336305.732484,4062895541.401274,992464331.210191,5249164968.152866,6078229936.305732,5189982165.605095,-619464331.210191,112751592.3566879,11
138,138,0.0,31142038.21656051,31142038.21656051,8966242.038216561,27971974.522293,26751.5923566879,44033757.96178344,0.0,0.0,8280254.777070063,6799363.057324841,15079617.8343949,115438853.5031847,102538216.5605096,1244585.987261146,1170700.636942675,0
139,139,0.0,196978980.8917197,1275092356.687898,551656687.8980892,2586944585.987261,318471337.5796178,375593630.5732484,453892356.6878981,3107845859.872612,0.0,378598089.1719745,378598089.1719745,897151592.3566879,994369426.7515924,32920382.16560509,-97217834.39490443,28
140,140,0.0,419108.2802547771,419108.2802547771,6379617.834394904,20743312.10191083,6369.426751592357,15324203.82165605,0.0,0.0,0.0,5838216.560509554,5838216.560509554,48778343.94904459,41275159.23566879,2462420.382165605,3801273.885350318,0
141,141,0.0,26577707.00636943,29390445.85987261,210701910.8280254,452600000.0,668789.8089171974,83945859.87261146,106687898.089172,110913375.7961783,428662.4203821656,286702547.7707006,287131210.1910828,2088512101.910828,2014794904.458598,15928662.42038216,14018471.33757962,14
142,142,0.0,2746496.815286624,2746496.815286624,4545222.929936306,15786624.20382166,0.0,4974522.29299363,0.0,0.0,0.0,13558598.72611465,13558598.72611465,40649044.58598726,40282802.5477707,322292.9936305732,366242.0382165605,0
143,143,0.0,70486624.20382166,70486624.20382166,18913375.79617834,56563057.32484076,6369.426751592357,12230573.24840764,0.0,0.0,8918471.337579617,105900636.9426752,114819108.2802548,168484076.433121,155368789.8089172,6375796.178343949,10581528.66242038,56
144,144,0.0,7003184.713375796,7003184.713375796,44481528.66242038,44552229.29936305,6369.426751592357,1259872.611464968,0.0,5095.541401273885,6114649.681528662,44175796.17834394,50290445.85987261,315135668.7898089,310438216.5605096,642675.1592356687,1122292.993630573,9
145,145,0.0,0.0,0.0,30712101.91082802,63420382.16560509,6369.426751592357,7308917.197452229,26905732.48407644,26905732.48407644,1600000.0,27605095.54140127,29205095.54140127,382189808.9171975,345064331.2101911,5061146.496815287,10064331.21019108,0
146,146,0.0,36711464.96815287,36711464.96815287,26234394.9044586,26530573.24840764,12738.85350318471,13064331.21019108,0.0,0.0,1808280.25477707,48369426.75159235,50177707.00636943,169301273.8853503,156916560.5095541,5542675.159235668,6839490.445859873,3
147,147,12738.85350318471,55690445.85987261,58936942.67515923,54443312.10191083,263157324.8407643,6369.426751592357,297542675.1592357,0.0,2919745.222929936,0.0,17409554.14012739,21631847.13375796,468050955.4140127,277145859.8726115,102321656.0509554,98794904.45859872,2
148,148,15286.62420382166,45434394.9044586,46070700.63694267,261611464.9681529,779266242.0382165,6375796.178343949,716428025.477707,0.0,328662.4203821656,1910.828025477707,104795541.4012739,108580254.7770701,2084398089.171974,1480277707.006369,508566242.0382165,485530573.2484076,0
149,149,0.0,51468789.8089172,51468789.8089172,245917834.3949044,324466878.9808917,6369.426751592357,103401910.8280255,0.0,0.0,1273.885350318471,53379617.8343949,272533757.9617834,940501910.8280256,892746496.8152866,19390445.85987261,14424840.76433121,7
150,150,102547.770700637,240669426.7515924,254864331.2101911,286040127.388535,1798223566.878981,33019745.22292994,524229936.3057325,579905095.5414013,579905095.5414013,652233121.0191083,293473885.3503184,948952866.242038,2708828025.477707,2622709554.140127,1743949.044585987,26114012.7388535,0
151,151,0.0,95233757.96178344,95233757.96178344,55252229.29936305,85955414.01273885,6369.426751592357,24127388.53503185,110953503.1847134,110953503.1847134,0.0,46108280.25477707,46108280.25477707,594291719.7452229,543819745.22293,4229299.363057325,24160509.55414013,0
152,152,1273.885350318471,42743949.04458599,48261146.49681529,52454777.0700637,73307006.36942674,63694.26751592357,30370063.69426752,32633757.96178344,32638853.50318472,0.0,58559872.61146496,58559872.61146496,254644585.9872611,240550955.4140128,30985987.2611465,-294904.4585987261,0
153,153,0.0,11650318.47133758,11666242.03821656,28594267.51592357,60025477.70700637,630573.2484076433,56661146.49681529,872611.4649681528,1022929.936305732,0.0,12894267.51592357,14007643.31210191,184000636.9426752,108629299.3630573,569426.7515923567,-950955.4140127389,0
154,154,0.0,2212738.853503184,2243949.044585987,11905095.54140127,100514012.7388535,8280.254777070064,34443312.10191083,0.0,31210.19108280255,31847133.75796178,35458598.72611465,68283439.49044585,351636942.6751592,332629936.3057325,1584713.375796178,5207643.312101911,8
155,155,0.0,48723566.87898089,103378343.9490446,20031847.13375796,389982802.5477707,2165605.095541401,-385149044.5859873,501056687.8980892,501056687.8980892,221200000.0,154303184.7133758,377452866.2420382,326860509.5541401,267715923.566879,-95558598.72611465,19542038.21656051,608
156,156,0.0,163283439.4904459,284465605.0955414,378071337.5796178,1236161146.496815,6369426.751592357,1367316560.509554,0.0,6975796.178343949,0.0,142198089.1719745,146334394.9044586,1592725477.707006,942194267.5159236,548617834.3949045,496249681.5286624,8
157,157,0.0,6505095.541401274,6505095.541401274,32470700.63694268,47024840.76433121,6369.426751592357,27344585.98726114,0.0,0.0,19543949.04458599,6641401.27388535,26185350.31847133,291197452.2292994,263247770.7006369,13996815.2866242,16003821.65605095,7
158,158,0.0,16456687.89808917,26501910.82802548,89616560.50955413,205379617.8343949,6369.426751592357,36212101.91082802,0.0,0.0,0.0,195670700.6369427,195670700.6369427,636466242.0382166,608580891.7197452,17673248.40764331,21096178.34394904,0
159,159,0.0,3906369.426751592,4077070.063694268,14092356.68789809,38317834.39490446,12101.91082802548,-2880254.777070064,4215286.624203822,6219108.280254777,12021656.05095541,27033757.96178344,39055414.01273885,136749681.5286624,131791719.7452229,-2976433.121019108,-1396178.343949045,0
160,160,0.0,46180891.71974522,46180891.71974522,28899363.05732484,103816560.5095541,14012.73885350318,81135031.84713376,0.0,0.0,43245222.92993631,25512738.85350318,68861783.43949044,273015286.6242038,263589171.9745223,23336942.67515923,9426114.649681527,4
161,161,0.0,242171974.522293,242745859.8726114,479879617.8343949,576607643.3121018,133757.9617834395,791197452.2292993,0.0,4805732.484076433,0.0,23349681.52866242,23349681.52866242,744756050.9554139,663845222.9299363,28550955.41401274,35027388.53503185,36
162,162,0.0,7600000.0,7641401.27388535,59111464.96815287,301943949.044586,6369.426751592357,24698726.11464968,0.0,22929.93630573248,17666878.98089172,252073248.4076433,284863694.2675159,391047770.7006369,337628662.4203821,10385987.2611465,31921019.10828025,6
163,163,0.0,328025.4777070063,328025.4777070063,10782165.60509554,22532484.07643312,0.0,3563057.324840764,5621656.050955414,5621656.050955414,1273.885350318471,13675159.23566879,13676433.12101911,204217834.3949045,202087261.1464968,1222292.993630573,2130573.248407644,4
164,164,0.0,827388.5350318471,827388.5350318471,54497452.22929936,117738216.5605096,636942.6751592356,13482165.60509554,72793630.5732484,72793630.5732484,13457324.84076433,18832484.07643312,32289808.91719745,246086624.2038217,206676433.1210191,2636305.732484076,13760509.55414013,0
165,165,0.0,8726114.649681529,8739490.445859872,6848407.643312101,44460509.55414013,6369.426751592357,2243949.044585987,0.0,113375.7961783439,9103821.656050956,41738853.50318471,50842675.15923566,134545222.9299363,104449681.5286624,-182802.5477707007,2066878.98089172,18
166,166,470814012.7388535,1813375.796178344,472758598.7261146,848859872.611465,1781278980.89172,470821656.0509554,629121019.1082802,0.0,34394.90445859872,54538853.50318471,1570343312.101911,1624882165.605095,8048303184.713375,7838203821.656051,90112738.85350318,72676433.12101911,0
167,167,195541.4012738853,1739505095.541401,2255282802.547771,263021656.0509554,537587261.1464968,1913510828.025478,221011464.9681529,0.0,98321656.0509554,2207675159.235669,246315923.566879,2473536942.675159,1280784076.433121,1163019108.280255,-167102547.7707006,-2213375.796178344,35
168,168,0.0,5770063.694267516,58239490.44585987,99580254.77707006,390390445.8598726,12738.85350318471,150905732.4840764,110383439.4904458,110383439.4904458,0.0,187340764.3312102,187340764.3312102,780234394.9044585,707174522.2929935,4557324.840764331,16629936.30573248,0
169,169,0.0,278475796.178344,878249681.5286624,396387261.1464968,767511464.9681529,90010191.08280255,807059235.6687897,254269426.7515924,298682165.6050955,19321656.05095541,509043312.1019108,540019745.22293,909108280.2547772,747929299.3630573,283801273.8853503,-1467515.923566879,0
170,170,0.0,849681.5286624203,849681.5286624203,2553503.184713376,30147133.75796178,6369.426751592357,11910828.02547771,0.0,0.0,18140127.38853503,945859.8726114648,19085987.2611465,98430573.24840765,91516560.50955412,5475796.178343949,6197452.229299363,0
171,171,0.0,215778343.9490446,224780891.7197452,92313375.79617834,192010828.0254777,77070.06369426752,313091719.7452229,0.0,34543312.10191083,0.0,61122929.93630573,69156687.89808917,554745859.8726114,538027388.5350318,9498726.11464968,10066878.98089172,5
172,172,0.0,7854140.127388535,7854140.127388535,11542038.21656051,22051592.3566879,0.0,-247770.7006369427,0.0,0.0,1551592.356687898,28601273.88535032,30152866.24203822,193556687.8980892,191826114.6496815,-716560.5095541402,1730573.248407643,69
173,173,1817197.4522293,2032882802.547771,2048734394.904458,1269530573.248408,2415645222.929936,346462420.3821656,3301749681.528662,0.0,38105732.48407643,0.0,934545859.8726114,1124524203.821656,9307220382.165606,8340466242.038217,255459872.6114649,352805095.5414013,786
174,174,0.0,41122929.93630573,41378343.94904459,48300636.94267516,140091082.8025478,6369.426751592357,16517834.39490446,17197452.22929936,17197452.22929936,0.0,147754140.1273885,147754140.1273885,262323566.8789809,255733121.0191083,1116560.50955414,6590445.859872611,32
175,175,2065605.095541401,77154140.12738854,153337579.6178344,682323566.8789809,1224600636.942675,164968.152866242,777810191.0828025,0.0,4880254.777070063,62614649.68152866,499331847.133758,595247770.7006369,1574373885.350318,1260461783.43949,33266878.98089172,23520382.16560509,13
176,176,0.0,23975159.23566879,117838853.5031847,96370063.69426753,125658598.7261146,44598726.11464968,231849044.5859872,0.0,637579.6178343949,3025477.707006369,7832484.07643312,11010828.02547771,424675796.178344,383463057.3248407,8455414.012738854,13149681.52866242,2
177,177,0.0,35392993.63057325,35432484.07643312,58531847.13375796,273717197.4522293,6369.426751592357,9140127.388535032,0.0,18471.33757961784,81445222.9299363,209177707.0063694,299991082.8025477,1305482165.605095,1057033757.961783,51331210.1910828,49133121.01910828,0
178,178,0.0,14205732.48407643,22199363.05732484,255337579.6178344,586037579.6178343,6369426.751592357,300034394.9044586,0.0,-1357961.78343949,55711464.96815287,246187898.089172,309560509.5541401,459483439.4904459,493122929.9363057,875159.2356687898,-39285987.26114649,3
179,179,208917.1974522293,20145222.9299363,20379617.83439491,73182802.5477707,150236942.6751592,6369.426751592357,55101273.88535032,31608280.25477707,31772611.46496815,39090445.85987261,44482802.5477707,83742675.15923567,314382165.6050955,286046496.8152866,9150955.414012738,16466242.03821656,57
180,180,0.0,33995541.40127388,39330573.24840764,53276433.1210191,80913375.79617834,6369.426751592357,79119745.22292994,0.0,0.0,574522.2929936305,40549681.52866242,41124203.82165605,399680891.7197452,341066242.0382165,10257324.84076433,11448407.6433121,0
181,181,7006.369426751592,13684076.43312102,13690445.85987261,3536305.732484076,21461783.43949044,31847.13375796178,2459872.611464968,507006.3694267516,507006.3694267516,22019108.28025478,10166878.98089172,32185350.31847133,41387898.08917198,40785350.31847133,1139490.445859873,601910.8280254777,1
182,182,0.0,152075159.2356688,156356050.955414,72092993.63057324,315710828.0254777,27354140.12738853,8215286.624203822,360259872.611465,368657961.7834395,0.0,95193630.5732484,95193630.5732484,602991719.7452229,540359235.6687897,6400000.0,9786624.203821655,4
183,183,0.0,73191719.74522293,74201273.88535032,165893630.5732484,321446496.8152866,63694.26751592357,90848407.6433121,124125477.7070064,125808280.2547771,20523566.87898089,157135031.8471338,178991082.8025478,555406369.4267516,461133757.9617834,17417197.4522293,46545222.92993631,0
184,184,131210.1910828025,29036942.67515923,29962420.3821656,13196178.34394904,111899363.0573248,3055414.012738853,27399363.05732484,29958598.72611465,31663694.26751592,10263057.32484076,68528025.477707,82798726.11464968,930647133.7579618,802510828.0254776,6489171.974522293,16861146.49681529,35
185,185,4429299.363057325,205780254.77707,1594192993.630573,598284076.433121,1568561783.43949,396496815.2866242,-460908917.1974522,2669235668.789809,2669257961.783439,179473248.4076433,745108917.1974522,954405732.4840764,1317033757.961783,1009382802.547771,-903836942.6751592,18198726.11464968,8
186,186,0.0,3089171.974522293,3089171.974522293,233628025.477707,446960509.5541401,117133757.9617834,197884713.3757962,0.0,0.0,0.0,246349044.5859872,252164968.1528662,2283423566.878981,2182952866.242038,21044585.98726114,7933121.01910828,17
187,187,0.0,0.0,0.0,9789171.974522293,29142675.15923567,13375.79617834395,5552866.242038216,0.0,0.0,1544585.987261146,22045222.9299363,23589808.91719745,95982802.5477707,86191082.80254777,2134394.904458599,2742675.159235669,15
188,188,0.0,11583439.49044586,13494267.51592357,15647770.70063694,61274522.29299363,6369.426751592357,11716560.50955414,27229299.36305732,27229299.36305732,7955414.012738853,27867515.92356688,35822929.93630573,136840764.3312102,121248407.6433121,1620382.165605095,6043949.044585987,15
189,189,0.0,3284076.433121019,3284076.433121019,34595541.40127388,57880891.71974522,6369.426751592357,6906369.426751592,0.0,3757961.78343949,7615923.566878981,42884713.37579618,50500636.94267516,513074522.2929936,475554777.0700637,2093630.573248408,2914649.681528662,8
190,190,0.0,41500000.0,41544585.98726115,7568152.866242038,30077070.06369426,6369.426751592357,17743312.10191083,40952866.24203821,40952866.24203821,550955.4140127389,12374522.29299363,12925477.70700637,113398089.1719745,81108280.25477707,10354140.12738854,14912101.91082802,4
191,191,0.0,229352229.299363,263864331.2101911,381957961.7834395,962500636.9426752,298726114.6496815,235242038.2165605,0.0,16160509.55414013,409795541.4012738,515605095.5414013,974962420.3821656,2179901273.88535,1618786624.203822,96677707.00636944,127232484.0764331,49
192,192,125477.7070063694,115725477.7070064,122824840.7643312,18020382.16560509,30494267.51592357,6369.426751592357,121724203.821656,0.0,0.0,2521019.108280255,24045859.87261146,31594904.45859873,244923566.8789809,187425477.7070064,3956050.955414013,9287261.146496816,4
193,193,0.0,44084713.37579618,45242038.21656051,11562420.3821656,35638853.50318471,36624203.82165605,47262420.3821656,23770700.63694268,24271337.57961783,302547.7707006369,8427388.535031848,9347133.757961784,166058598.7261146,147303821.656051,4034394.904458599,7141401.27388535,3
194,194,0.0,111535031.8471338,111535031.8471338,26934394.9044586,52211464.96815287,0.0,88328662.42038216,0.0,8662420.382165605,1266878.98089172,65488535.03184713,66755414.01273885,153435668.7898089,119927388.5350318,32689808.91719745,33508280.25477707,0
195,195,0.0,1051440103821.656,1137107771974.522,34087083439.49044,46561122292.99363,229988535.0318471,-169920523566.879,1142726943312.102,1171881114012.739,138783612101.9108,42629309554.14013,181708303821.656,116153104458.5987,39430885987.26115,-131630508280.2548,76496135668.78981,15
196,196,12738.85350318471,16461146.49681529,25705095.54140127,19359235.66878981,81417197.45222929,6369426.751592357,-98146496.81528662,48205095.54140128,55203821.65605095,24317834.39490446,119240127.388535,150064968.1528662,187289808.9171974,163547133.7579618,-11562420.3821656,979617.8343949044,3
197,197,11464.96815286624,12376433.12101911,12488535.03184713,37769426.75159235,109012101.910828,6369.426751592357,18147770.70063695,24100000.0,24500000.0,3480891.719745223,75371974.52229299,78852866.24203822,502369426.7515923,483828662.4203821,5802547.770700636,4364331.210191082,16
198,198,0.0,21428025.47770701,21431847.13375796,51612101.91082802,211757961.7834395,955414.0127388536,180103821.656051,0.0,1245222.929936306,0.0,51840764.33121019,51840764.33121019,543022929.9363058,489598726.1146497,17114649.68152866,18938853.50318472,4
199,199,3821.656050955414,58554777.0700637,58687261.14649681,130922292.9936306,157330573.2484076,166394267.5159236,193315286.6242038,0.0,1589171.974522293,0.0,17962420.3821656,21113375.79617834,288117834.3949044,253495541.4012739,20824203.82165605,20909554.14012739,14
200,200,120305095.5414013,75618361783.43948,115188973885.3503,11166780891.71975,41456742675.15923,852684076.433121,139729855414.0127,478293630.5732484,4422177707.00637,8257324.840764331,11596211464.96815,12493683439.49045,113862760509.5541,46247916560.50955,66326632484.07643,51598060509.55414,10
201,201,0.0,31026114.64968153,31026114.64968153,104053503.1847134,150420382.1656051,3821656.050955414,22811464.96815287,0.0,0.0,63215923.56687898,87475159.2356688,158635031.8471338,412284076.433121,283399363.0573248,11597452.22929936,13273248.40764331,3
202,202,0.0,51321019.10828026,51321019.10828026,85279617.8343949,306519108.2802548,2112738.853503185,75643949.04458599,0.0,1256687.898089172,0.0,280939490.4458598,280939490.4458598,719478343.9490446,645785350.3184713,4721019.108280255,-31312738.85350318,6
203,203,0.0,2353503.184713376,2353503.184713376,551592.356687898,9382165.60509554,0.0,1708280.25477707,3738853.503184713,3738853.503184713,5307643.312101911,981528.662420382,6289171.974522293,16552229.29936306,16516560.50955414,143312.101910828,35668.78980891719,115
204,204,1114649.681528662,6101043312.101911,6941352866.242038,5495980891.719745,15633080891.71974,557390445.8598726,-312335031.8471338,1529243312.101911,6136310191.082803,3632065605.095541,12355266878.98089,16750458598.72611,17164377070.06369,14048987261.1465,1462017197.452229,1743891082.802548,66
205,205,1375796.178343949,3320386624.203822,4148273248.407643,31748999363.05732,55200036305.73248,95541401.27388534,6140498726.11465,1756680254.77707,2909739490.44586,1442268789.808917,48329912738.8535,50298071337.57961,48253594267.51592,42425798089.17197,2137093630.573248,2101682802.547771,63
206,206,0.0,53952866.24203821,53977070.06369427,36761783.43949044,60609554.14012738,0.0,9998089.17197452,0.0,0.0,71200636.94267516,33387898.08917197,104588535.0318471,276191082.8025477,263124840.7643312,4185987.261146497,13066242.03821656,0
207,207,0.0,5419745.222929936,5419745.222929936,8310191.082802547,12947770.70063694,6369.426751592357,5877070.063694268,480891.7197452229,480891.7197452229,318471.3375796178,11691719.74522293,12010191.08280255,79151592.35668789,74729299.36305732,322292.9936305732,647770.7006369426,14
208,208,0.0,1996815.286624204,1996815.286624204,8716560.50955414,25975796.17834395,0.0,8822292.993630573,127388.5350318471,127388.5350318471,673885.3503184713,18349044.58598726,19022929.93630573,153746496.8152866,146125477.7070064,5630573.248407643,7621019.108280255,4
209,209,0.0,28025.47770700637,28025.47770700637,6805732.484076433,20394904.45859873,0.0,921019.1082802548,4929936.305732484,4929936.305732484,0.0,14571974.52229299,14571974.52229299,113261783.4394904,101435031.8471338,1151592.356687898,2937579.617834395,3
210,210,0.0,889255414.0127388,901360509.55414,9301021019.10828,18210647133.75796,6369426.751592357,3231372611.464968,0.0,0.0,0.0,15657389808.9172,15880635668.78981,23988444585.98726,20624776433.12102,3768294904.458599,2702117834.394904,31
211,211,3473885.350318471,231442038.2165605,357127388.5350319,1126271337.579618,3216864331.210191,159235668.7898089,2451231210.191082,0.0,15306369.42675159,0.0,1097591719.745223,1107454140.127388,5776932484.076433,3685461783.439489,1721258598.726115,1724035668.789809,0
212,212,0.0,13721019.10828026,13721019.10828026,4913375.796178344,25609554.14012739,12738.85350318471,23219108.28025478,3964331.210191082,3964331.210191082,5975796.178343949,6171337.579617834,12146496.81528662,105471974.522293,98024203.82165603,2450318.47133758,4096178.343949045,0
213,213,223566.8789808917,66326114.64968152,66552866.24203821,19443949.04458599,149160509.5541401,19108.28025477707,93455414.01273884,17388535.03184713,22673885.35031847,10594267.51592357,84761783.43949044,99584076.433121,1555848407.643312,1450478980.89172,18203821.65605096,23945859.87261146,15
214,214,0.0,9036305.732484076,9036305.732484076,20921656.05095541,39756687.89808917,7643.312101910828,2493630.573248408,0.0,0.0,0.0,18226751.59235669,46299363.05732484,215057324.8407643,213140127.3885351,2485987.261146497,1917197.4522293,36
