,Наименование ДП,Нематериальные активы,Основные средства,Внеоборотные активы,Дебиторская задолженность,Оборотные активы,Уставный капитал,Капитал и резервы,Заёмные средства (долгосрочные),Долгосрочные обязательства,Заёмные средства (краткосрочные),Кредиторская задолженность,Краткосрочные обязательства,Выручка,Себестоимость продаж,Прибыль (убыток) до налогообложения,Прибыль (убыток) от продажи,"Макс. ПДЗ за 2020 год, дней"
107,107,74522.29299363057,9940764.33121019,10790445.85987261,475125477.7070064,794287261.1464968,955414.0127388536,364894904.4585987,0.0,39490.44585987261,0.0,438139490.4458599,440143312.1019108,1659366242.038217,1234606369.426752,123505095.5414013,144337579.6178344,4
108,108,0.0,2356050.955414013,2356050.955414013,54441401.27388535,317649681.5286624,6369.426751592357,70887261.14649682,0.0,40764.33121019108,114649681.5286624,134428025.477707,249077707.0063694,1094673248.407643,973513375.7961783,22120382.16560509,42650318.47133758,5
109,109,71337.57961783439,3149808917.197452,5621203821.656051,1289186624.203822,4955102547.7707,329299.3630573248,8124870700.636942,0.0,264178343.9490446,5095.541401273885,2074222929.936305,2187257324.840764,15559147770.70064,12702812101.91083,2563788535.031847,1864796178.343949,14
110,110,0.0,2238180254.77707,3586160509.55414,2559226114.649682,5495077707.00637,35031847.13375796,2007122292.99363,0.0,138784713.3757962,4292867515.923567,2066414649.681529,6935331210.191083,6918317834.394904,6303399363.057324,-1438644585.987261,-1239362420.382166,22
111,111,54777.07006369426,23942675.15923567,27901273.88535032,64963694.26751592,390981528.6624204,6369426.751592357,254691719.7452229,0.0,5424840.76433121,2287261.146496815,151576433.1210191,158766242.0382166,607504458.598726,563568152.866242,51664331.21019108,43936305.73248407,3
112,112,636.9426751592356,11919745.22292994,11920382.16560509,35220382.16560509,128699363.0573248,6369.426751592357,103582802.5477707,0.0,0.0,0.0,37036942.67515923,37036942.67515923,449894267.5159236,404283439.4904459,24164968.15286624,24771337.57961783,0
113,113,0.0,4052866.242038216,4052866.242038216,53392356.68789808,100851592.3566879,28662.4203821656,20273248.40764331,17324840.76433121,17324840.76433121,2952229.299363057,64075796.17834394,67306369.42675158,211238216.5605096,175826114.6496815,834394.9044585987,3845222.929936306,32
114,114,1302547.770700637,2231988535.031847,2710249044.585987,1558896178.343949,4605105095.541401,755749681.5286624,3340653503.184713,113208280.2547771,523659235.6687898,1373244585.987261,1752162420.382165,3451041401.273885,9155573248.407642,6175004458.598726,1937998089.171974,2207514649.681529,63
115,115,0.0,268091719.7452229,299658598.7261146,300416560.5095541,1407628025.477707,118789808.9171974,621878343.9490446,455668152.866242,482824840.7643312,3080254.777070064,572340127.388535,602583439.4904459,3379368789.808917,2708342675.159235,164954777.0700637,200280891.7197452,23
116,116,1483439.490445859,991283439.490446,1825883439.490446,3035283439.490446,11413106369.42675,573885.3503184713,7727669426.751592,0.0,0.0,1442284713.375796,4014611464.968153,5511320382.165605,50188233757.96178,44569491082.80254,2576931210.191082,2499806369.426752,0
117,117,0.0,4121019.108280255,4121019.108280255,5497452.229299363,104234394.9044586,6369.426751592357,19396178.34394904,0.0,0.0,64789171.97452229,24170063.69426752,88959235.6687898,146603184.7133758,141429936.3057325,728025.4777070064,830573.2484076433,0
118,118,636.9426751592356,8780891.719745222,22525477.70700637,16900636.94267516,72086624.20382166,13389808.91719745,-47317834.39490446,0.0,1870700.636942675,98756687.89808916,38244585.98726115,140059235.6687898,199699363.0573248,173007006.3694268,-6710828.025477706,-3489808.917197452,73
119,119,0.0,8001273.885350318,8001273.885350318,106783439.4904458,114468152.866242,0.0,112845222.9299363,0.0,0.0,0.0,9624203.82165605,9624203.82165605,150301910.8280255,147231210.1910828,8176433.121019108,3070700.636942675,0
120,120,0.0,81891082.80254777,82018471.33757961,120244585.9872612,302064331.2101911,6369.426751592357,180379617.8343949,0.0,0.0,0.0,203703184.7133757,203703184.7133757,852285350.3184713,621133757.9617834,70114649.68152866,52261783.43949044,1
121,121,2077707.006369426,74905732.48407643,116205732.4840764,63996815.2866242,155600000.0,19108.28025477707,79952229.29936305,28662420.3821656,49689808.91719745,25538853.50318472,102157961.7834395,142163694.2675159,756119108.2802547,669215286.6242038,29140764.33121019,44973248.40764331,23
122,122,0.0,12563694.26751592,12563694.26751592,73921656.05095541,163978980.8917197,6369.426751592357,87177707.00636943,0.0,0.0,22914649.68152866,66450318.47133758,89364968.15286624,353614012.7388535,292350955.4140128,19043312.10191083,21908280.25477707,8
123,123,0.0,334910828.0254777,440729936.3057325,899077707.0063694,1624108280.254777,32203184.7133758,1027542038.21656,0.0,406369.4267515923,239333757.9617834,790910828.0254776,1036889808.917198,2843080254.77707,2454273885.350318,24314012.7388535,51817834.39490446,2
124,124,1083368152.866242,30072928662.42038,395700477707.0064,8603234394.904459,76086864331.21019,87898.08917197451,199294141401.2738,167979156687.8981,218470236942.6752,43613629299.36305,9574717834.394903,54022963694.26752,104237947770.7006,31509943949.04458,68415192356.6879,65516645859.87261,0
125,125,0.0,9085350.318471337,9085350.318471337,99524840.7643312,199802547.7707006,636942.6751592356,42294904.45859873,4793630.573248408,4852866.242038216,21236942.67515923,140503184.7133758,161740764.3312102,1388771337.579618,1186847133.757962,19631210.1910828,37681528.66242038,33
126,126,0.0,76025477.70700637,90019745.22292994,4306147770.700637,6208968152.866241,59896815.2866242,824477707.0063694,0.0,178137579.6178344,2018303821.656051,2462019108.280255,5296372611.464968,5826626751.592357,6323973248.407643,-816774522.2929935,-687242675.1592356,457
127,127,1124203.821656051,525477.7070063694,1649681.52866242,21034394.9044586,150650955.4140127,3191082.802547771,89720382.1656051,0.0,0.0,0.0,62580254.77707006,62580254.77707006,500312738.8535032,393922292.9936305,9692993.630573248,10582802.5477707,226
128,128,205732.4840764331,43780891.71974522,44273248.40764331,4250529299.363057,8409917834.394904,6439490.445859873,2152604458.598726,659235.6687898089,2875796.178343949,3039486624.203822,3259224203.821656,6298710828.025477,24371552866.24204,22575773248.40764,256545859.8726114,216939490.4458598,7
129,129,86177070.06369427,201306369.4267516,288102547.7707006,593135668.7898089,1877131847.133758,98053503.18471338,1036452866.242038,0.0,5288535.031847133,424730573.2484076,685857961.7834395,1123492993.630573,2544411464.968153,1919303821.656051,208996178.343949,281941401.2738853,34
130,130,0.0,272482802.5477707,293212101.910828,262166878.9808917,1397854140.127388,1158509554.140127,1450460509.55414,0.0,8855414.012738854,0.0,160841401.2738853,231750318.4713376,3939625477.707006,3850298089.171974,-75966878.98089172,-23093630.57324841,14
131,131,465605.0955414013,32126751.59235669,33854140.12738854,176591082.8025478,851226114.6496814,676433.1210191082,204960509.5541401,130996815.2866242,130996815.2866242,359996178.343949,174951592.3566879,549122929.9363058,2681409554.140127,2350391719.745223,29309554.14012739,61104458.59872611,14
132,132,0.0,68152.86624203822,68152.86624203822,462935031.8471338,625722292.9936305,6369.426751592357,346147133.7579617,13777070.06369427,13777070.06369427,23566.87898089172,265842675.1592357,265866242.0382166,607956687.8980892,558577707.0063694,37873885.35031847,37832484.07643312,0
133,133,1064327388.535032,65094010828.02548,98505780254.77708,48009290445.85987,51717649681.52866,2110375796.178344,87690249044.58598,26837579617.8344,36974042675.15923,4500887261.146497,19964217834.39491,25559138216.56051,117808097452.2293,111528745859.8726,1954005095.541401,4256742675.159236,0
134,134,133757.9617834395,44965605.0955414,195319108.2802548,103470063.6942675,303854777.0700637,6369.426751592357,253949044.5859872,125050955.4140127,130345222.9299363,15591719.74522293,85832484.07643312,114879617.8343949,673754777.0700637,496472611.4649681,9854140.127388537,19756687.89808917,78
135,135,27208280.25477707,12297543312.10191,15002564331.21019,15759705095.5414,21426420382.1656,372312738.8535032,9162760509.55414,10729504458.59873,11056319108.28025,0.0,15827036305.73248,16209905095.5414,42085566878.98089,36377496178.34395,2010277707.006369,3987474522.292994,20
136,136,0.0,6250955.414012739,6250955.414012739,21657324.84076433,62300636.94267516,2601273.885350318,34665605.0955414,13057324.84076433,13057324.84076433,0.0,20829299.36305732,20829299.36305732,331394904.4585987,309659235.6687898,887898.0891719745,3638853.503184713,1
137,137,66242.03821656051,18024896815.28662,18404071337.57962,562396178.3439491,2487078980.89172,12164968152.86624,14041387898.08917,1878980891.719745,2211912738.853503,2675321656.050956,1777987898.089172,4637849044.585987,7007985987.261147,6094768152.866241,-574582802.5477706,-84420382.1656051,28
138,138,0.0,29135031.84713376,29135031.84713376,7098089.171974522,28745222.9299363,26751.5923566879,43857961.78343949,0.0,0.0,8280254.777070063,5742038.216560509,14022292.99363057,87252866.24203822,76807006.36942674,-12738.85350318471,-1529936.305732484,0
139,139,0.0,170557324.8407643,1822930573.248408,1323991082.802548,3559282165.605095,318471337.5796178,361851592.3566879,625107643.3121018,3706683439.490446,0.0,1302259235.66879,1313677707.006369,1818143312.101911,1652521656.050955,93425477.70700637,106846496.8152866,0
140,140,0.0,1391082.802547771,1391082.802547771,7334394.904458598,24744585.98726114,6369.426751592357,17491082.80254777,0.0,519108.2802547771,0.0,8125477.707006369,8125477.707006369,57406369.42675159,49298089.17197452,2558598.72611465,3101273.885350318,12
141,141,0.0,22784713.37579618,22784713.37579618,240650318.4713376,497128662.4203821,668789.8089171974,95188535.03184712,79617834.39490445,81924840.7643312,38812101.91082802,303526114.6496815,342800000.0,1572598726.11465,1513042038.21656,13851592.3566879,20798726.11464968,5
142,142,0.0,2381528.662420382,2381528.662420382,1472611.464968153,15605095.54140127,0.0,5435668.789808917,0.0,0.0,0.0,12550955.41401274,12550955.41401274,39778343.94904459,39302547.77070063,428662.4203821656,475796.178343949,36
143,143,0.0,67512738.85350318,67526751.59235668,87817834.39490445,105787898.089172,6369.426751592357,24251592.3566879,0.0,2986624.203821656,175159.2356687898,145901273.8853503,146076433.1210191,242240127.3885351,225988535.0318471,14750318.47133758,15107643.31210191,78
144,144,0.0,6470063.694267516,6470063.694267516,70721019.10828026,71147133.75796178,6369.426751592357,1632484.076433121,0.0,5095.541401273885,9503184.713375796,66339490.44585987,75979617.8343949,352527388.5350319,345631847.1337579,515923.5668789809,1554140.127388535,9
145,145,0.0,0.0,0.0,33076433.1210191,63550318.47133758,6369.426751592357,10383439.49044586,24830573.24840764,24830573.24840764,5891719.74522293,22444585.98726114,28336305.73248408,337505732.4840764,302003821.6560509,3843312.101910828,9612101.910828026,28
146,146,0.0,37504458.59872612,37504458.59872612,25987898.08917197,32056687.89808917,12738.85350318471,27242675.15923567,0.0,0.0,4364968.152866242,37954140.12738854,42318471.33757962,194058598.7261146,177114649.6815287,15521019.10828026,9134394.9044586,23
147,147,5095.541401273885,71519745.22292994,76073248.4076433,37456050.95541401,259195541.4012739,6369.426751592357,284363694.2675159,0.0,2729936.305732484,0.0,44629299.36305732,48175159.23566879,431488535.0318471,263754140.1273885,71085987.2611465,72256687.89808917,12
148,148,10828.02547770701,50400000.0,52932484.07643312,164194904.4585987,863554140.1273885,6375796.178343949,853926751.5923567,2547.770700636942,887261.1464968153,1910.828025477707,50280254.77707006,61672611.46496815,1886358598.726115,1453979617.834395,271483439.4904459,254362420.3821656,8
149,149,0.0,72085987.2611465,73386624.20382166,119159872.611465,196710828.0254777,6369.426751592357,219376433.1210191,0.0,97452.22929936304,14649.68152866242,47567515.92356688,50623566.87898089,1196191082.802548,1019187898.089172,137714012.7388535,137354140.1273885,18
150,150,70063.69426751592,270501910.8280255,281036305.732484,255572611.4649681,1725664968.152866,33019745.22292994,530292993.6305732,487834394.9044586,487834394.9044586,234261146.4968153,752448407.6433121,988573885.3503184,3333338216.560509,3038733757.961783,7728662.420382165,123273885.3503185,2
151,151,0.0,68071337.57961783,68337579.61783439,117237579.6178344,150978980.8917197,6369.426751592357,27666242.03821656,159235668.7898089,163092356.6878981,13566242.03821656,14991719.74522293,28557961.78343949,665659235.6687897,627936305.7324841,8500000.0,12628025.47770701,0
152,152,1273.885350318471,41040764.33121019,46557961.78343949,48082802.5477707,70089171.9745223,63694.26751592357,30431210.1910828,40224203.82165605,40229299.36305732,700636.9426751592,45285987.26114649,45986624.20382165,206721019.1082802,183550318.4713376,426114.6496815286,8775796.178343948,177
153,153,0.0,14638216.56050955,14661783.43949044,30763694.26751592,77275796.17834395,0.0,59020382.16560509,0.0,2947133.757961783,0.0,28856687.89808917,29970700.63694268,228807006.3694268,225464331.2101911,1142675.159235669,3342675.159235669,16
154,154,0.0,1415923.566878981,1415923.566878981,8903184.713375796,92396178.34394903,8280.254777070064,35131847.13375796,0.0,15923.56687898089,19735668.78980892,38473885.35031847,58664331.21019108,299760509.5541401,286735668.7898089,905732.4840764332,-68789.80891719744,47
155,155,0.0,55078980.89171974,100512101.910828,79936305.73248407,341516560.5095541,2165605.095541401,-344526114.6496815,597565605.0955414,597565605.0955414,30238853.50318472,157627388.5350319,188989171.9745223,267711464.9681529,238536942.6751592,65320382.16560509,-10823566.87898089,315
156,156,0.0,155024203.821656,321771337.5796178,534449681.5286624,1561070700.636943,6369426.751592357,1648923566.878981,0.0,6866878.980891719,0.0,219127388.5350318,227051592.3566879,1599108280.254777,973215923.5668788,539710828.0254776,463325477.7070064,1
157,157,0.0,5429299.363057325,5429299.363057325,43592356.68789808,54201273.88535032,6369.426751592357,30436305.73248408,0.0,0.0,22850955.41401274,6343312.101910828,29194267.51592357,272544585.9872611,245787898.089172,12553503.18471338,15106369.42675159,4
158,158,0.0,70768152.86624204,82100000.0,139681528.6624204,192708280.2547771,6369.426751592357,50221019.10828026,0.0,0.0,0.0,224587261.1464968,224587261.1464968,701223566.8789809,657603184.7133758,17824203.82165605,25760509.55414013,5
159,159,0.0,4338216.560509554,5353503.184713376,15621019.10828026,48777707.00636943,12101.91082802548,-4218471.337579617,4215286.624203822,8005732.484076433,10108917.19745223,40235031.84713376,50343949.04458599,146400000.0,136436305.7324841,-743312.101910828,-824203.821656051,3
160,160,0.0,60745222.92993631,60745222.92993631,47559235.66878981,139056050.955414,14012.73885350318,91319108.28025477,0.0,0.0,63143312.10191082,45235031.84713376,108482165.6050955,323271974.522293,304210828.0254777,14169426.75159236,19061146.49681529,1
161,161,0.0,210361146.4968153,211196178.343949,521942038.2165605,624536942.6751592,159235.6687898089,809992993.6305733,0.0,3789808.917197452,0.0,21647770.70063695,21949681.52866242,695286624.2038217,618799363.0573248,27488535.03184713,29145222.9299363,4
162,162,0.0,16012738.85350318,16045859.87261146,60500636.94267516,207937579.6178344,7006.369426751592,26067515.92356688,0.0,7800000.0,4991719.74522293,170350955.4140127,190115923.566879,434838216.5605096,376921656.0509554,7012738.853503184,36847133.75796178,5
163,163,0.0,105732.4840764331,105732.4840764331,5331847.133757962,18122292.99363057,0.0,4594904.458598725,8889808.917197451,8889808.917197451,0.0,4743312.101910828,4743312.101910828,173051592.3566879,170901910.8280255,1289171.974522293,2149681.52866242,27
164,164,0.0,2383439.49044586,2383439.49044586,114571337.5796178,169423566.8789809,636942.6751592356,20136942.67515923,69354140.12738854,69413375.79617834,27128662.42038216,55128025.47770701,82256687.89808917,401319108.2802548,340955414.0127388,8319108.280254777,34056687.89808917,6
165,165,0.0,8347770.700636942,8355414.012738853,9211464.968152866,46283439.49044586,6369.426751592357,1212101.910828026,0.0,16560.50955414013,11122292.99363057,42197452.22929936,53410191.08280255,145141401.2738853,109089171.9745223,1809554.140127388,4533121.019108281,17
166,166,470814012.7388535,2114649.681528662,473065605.0955414,945673885.3503184,1786377707.006369,470821656.0509554,698692993.6305733,0.0,34394.90445859872,157295541.4012739,1403420382.165605,1560715923.566879,7169138216.56051,6935768789.808917,87204458.59872611,67789171.9745223,7
167,167,161783.4394904459,1596789808.917198,1737761783.43949,308235668.7898089,810998089.1719745,1913510828.025478,-569370063.6942675,0.0,99166878.98089172,2409989808.917197,570259872.611465,3018963057.324841,713195541.4012738,833992993.6305733,-430480891.7197452,-258601910.8280254,57
168,168,0.0,3538216.560509554,48705095.54140128,118193630.5732484,428161146.4968153,12738.85350318471,154403184.7133758,93579617.8343949,93579617.8343949,0.0,228882802.5477707,228882802.5477707,1025305732.484076,948043312.1019108,4352866.242038216,31547133.75796178,9
169,169,125702547.7707006,280568152.8662421,825298726.1146497,305359872.611465,583315923.5668789,90010191.08280255,796517834.3949044,76568152.86624204,98549681.5286624,243107643.3121019,257504458.5987261,513547133.7579618,1358849681.528662,992389171.9745222,177159872.6114649,272480254.77707,0
170,170,0.0,478980.8917197452,478980.8917197452,5158598.726114649,33782802.5477707,6369.426751592357,7574522.29299363,5503821.656050955,5503821.656050955,18223566.87898089,2959872.611464968,21183439.49044586,93906369.42675158,89789171.9745223,1672611.464968153,3219745.222929936,1
171,171,0.0,246229299.3630573,251594267.5159236,99682165.60509554,217491082.8025477,77070.06369426752,328917197.4522293,0.0,47066878.98089172,0.0,80635031.84713376,93101910.82802548,759925477.7070063,695694904.4585987,51432484.07643312,54765605.0955414,0
172,172,0.0,7012738.853503184,7012738.853503184,22629299.36305732,34358598.72611465,0.0,583439.4904458598,0.0,0.0,8352229.299363057,32435668.78980892,40787898.08917198,204758598.7261146,202147133.7579617,1205732.484076433,2611464.968152866,14
173,173,80212101.91082802,2188124203.821656,2314445222.929936,2720884076.433121,4443654140.127388,346462420.3821656,3509394267.515924,1445535668.789809,1463978343.949044,0.0,1438227388.535032,1784726751.592357,14203725477.70701,12973533121.01911,468751592.3566879,539982165.6050955,0
174,174,0.0,24850318.47133758,24850318.47133758,39850318.47133758,99166242.03821656,6369.426751592357,19419745.22292994,11464968.15286624,11464968.15286624,110191.0828025478,93021656.0509554,93131847.13375796,100500636.9426752,116066878.9808917,3627388.535031847,-15566242.03821656,373
175,175,2056687.898089172,106073248.4076433,345457324.8407643,345584076.433121,541122292.9936305,164968.152866242,716743312.1019108,0.0,6756687.898089171,0.0,149142675.1592357,163079617.8343949,1785012101.910828,1425880254.77707,14053503.18471338,-573248.4076433121,5
176,176,0.0,18467515.92356688,108593630.5732484,91917197.45222928,140487261.1464968,44598726.11464968,232201273.8853503,0.0,489808.9171974522,1657961.78343949,14496178.34394904,16389808.91719745,400507643.3121019,360881528.6624204,1364331.210191083,8654140.127388535,0
177,177,0.0,33542675.15923567,33661146.49681529,70294267.51592356,269514012.7388535,6369.426751592357,33842675.15923567,0.0,0.0,87428662.42038216,172665605.0955414,269332484.0764331,1552790445.859873,1278377070.063694,35489808.91719745,33613375.79617834,16
178,178,0.0,10004458.59872611,17121019.10828025,188803821.6560509,493698089.1719745,6369426.751592357,270110191.0828025,0.0,4801273.885350319,46317834.39490446,182009554.1401274,235907643.3121019,345465605.0955414,313799363.0573248,6649681.52866242,30866242.03821656,0
179,179,124840.7643312102,50007643.31210191,50147133.75796178,40444585.98726115,123899363.0573248,6369.426751592357,65829299.36305732,0.0,138216.5605095541,61650955.41401274,46242038.21656051,108078980.8917197,315212101.910828,274201910.8280255,13952866.24203822,27008917.19745223,5
180,180,0.0,38279617.8343949,38533757.96178344,49442038.21656051,89810828.0254777,6369.426751592357,88554777.0700637,0.0,0.0,6369.426751592357,39783439.49044586,39789808.91719745,487609554.1401274,410449044.5859873,15782165.60509554,21875796.17834395,0
181,181,5732.484076433121,13008280.25477707,13014012.7388535,2754777.070063694,23198726.11464968,31847.13375796178,2964968.152866242,525477.7070063694,525477.7070063694,22222929.93630573,10500000.0,32722929.93630573,48089808.91719745,46908280.25477707,747770.7006369426,1181528.662420382,0
182,182,0.0,121476433.1210191,126409554.1401274,72447133.75796178,268876433.1210191,27354140.12738853,19693630.57324841,238140127.3885351,245753503.1847134,0.0,129838853.5031847,129838853.5031847,588407643.3121018,542208280.2547771,12633121.01910828,-871337.5796178344,4
183,183,0.0,89162420.3821656,90255414.01273884,110175159.2356688,264052229.299363,63694.26751592357,95905095.54140128,125944585.9872612,127782802.5477707,15993630.57324841,113014649.6815287,130619745.2229299,616703821.6560509,521737579.6178344,7160509.554140127,41352229.29936305,6
184,184,612101.9108280254,28132484.07643312,33052866.24203822,22921656.05095541,137487898.089172,3055414.012738853,23027388.53503185,63676433.1210191,67273885.35031846,7006369.426751592,69150955.41401273,80239490.44585986,881866878.9808917,725517834.3949044,6192356.687898089,20459235.66878981,9
185,185,2177070.063694268,181901273.8853503,1608364968.152866,511028662.4203821,1158561146.496815,396496815.2866242,-11085350.31847134,2454140127.388535,2454159235.66879,50492993.63057324,241039490.4458598,323851592.3566879,948272611.464968,598456050.9554139,474052866.2420382,48812738.85350318,265
186,186,0.0,1852229.299363057,1852229.299363057,391999363.0573248,437265605.0955414,129235668.7898089,321509554.1401274,0.0,0.0,2547770.700636942,92694904.45859872,117608917.1974522,2527220382.165605,2407503821.656051,139403821.656051,24117197.4522293,9
187,187,0.0,0.0,0.0,13545859.87261146,29563057.32484076,13375.79617834395,7315923.566878981,0.0,0.0,2960509.554140128,19286624.20382165,22247133.75796178,106430573.2484076,96659235.6687898,2251592.356687898,2829936.305732484,5
188,188,0.0,11262420.3821656,11262420.3821656,35044585.98726115,45688535.03184713,6369.426751592357,8659872.611464968,27433121.01910828,27573248.40764331,7766242.03821656,12951592.3566879,20717834.39490446,93142038.21656051,85972611.46496814,-2836305.732484076,-373248.4076433121,0
189,189,0.0,3006369.426751592,3006369.426751592,31564968.15286624,53288535.03184713,6369.426751592357,7053503.184713376,0.0,2634394.904458599,19012101.91082802,27594904.45859873,46607006.36942675,642921019.1082802,602760509.5541401,1056687.898089172,4822292.993630573,8
190,190,0.0,40805095.54140128,40843949.04458599,16530573.24840764,53111464.96815287,6369.426751592357,26031847.13375796,42139490.44585987,42139490.44585987,560509.5541401274,25223566.87898089,25784076.43312101,148051592.3566879,110527388.5350318,10368152.86624204,17924840.76433121,9
191,191,0.0,257652229.299363,296978343.9490446,271850318.4713376,1204677707.006369,298726114.6496815,527614012.7388535,0.0,17529936.30573248,377707643.3121019,513049044.5859873,956512101.910828,2109387261.146497,1388179617.834395,365620382.1656051,268744585.9872611,0
192,192,105095.5414012739,121542675.1592357,121656687.8980892,23453503.18471337,40757961.78343949,6369.426751592357,125125477.7070064,0.0,0.0,1490445.859872612,31010191.08280255,37289171.97452229,278438216.5605096,218787261.1464968,6607006.369426752,8629299.363057325,0
193,193,0.0,42893630.57324841,44214012.7388535,12877707.00636943,38563057.32484076,36624203.82165605,64228662.42038216,0.0,1391719.74522293,7166878.980891719,9063694.267515924,17156687.89808917,211447133.7579617,176764968.1528662,21229299.36305732,22173248.40764331,0
194,194,0.0,168513375.7961783,168514649.6815287,10640127.38853503,18570700.63694268,0.0,94493630.5732484,0.0,26857324.84076433,3757961.78343949,61976433.1210191,65734394.9044586,121766242.0382166,110521019.1082803,7513375.796178344,11245222.9299363,0
195,195,0.0,1037724263694.268,1104558758598.726,36436724840.76433,61786115286.6242,229988535.0318471,-9694505732.484076,1058460824840.764,1090158170700.637,65370017834.39491,19969213375.79618,85881208917.19745,156852255414.0127,75490190445.85986,192347161146.4968,80291396178.34395,394
196,196,8917.197452229299,15877070.06369427,22401273.88535032,49288535.03184713,127435031.8471338,6369426.751592357,-88308280.25477707,60943949.04458599,70371337.57961783,15977070.06369427,141712101.910828,167773248.4076433,214130573.2484076,175162420.3821656,15766878.98089172,8296178.343949044,51
197,197,3184.713375796178,11620382.16560509,11649681.52866242,38647133.75796178,142071337.5796178,6369.426751592357,29082165.60509554,0.0,398726.1146496815,31873248.40764331,92366878.98089172,124240127.388535,602858598.7261146,559217197.4522293,13739490.44585987,15049044.58598726,0
198,198,0.0,24182165.60509554,24185987.2611465,66949681.52866242,195823566.8789809,955414.0127388536,178610828.0254777,0.0,1331210.191082803,0.0,40067515.92356688,40067515.92356688,615094267.5159235,569110828.0254776,358598.7261146497,7677707.006369427,8
199,199,4458.598726114649,57799363.05732484,57898089.17197452,152557961.7834395,184311464.9681529,166394267.5159236,203017197.4522293,0.0,2266878.980891719,0.0,32947133.75796178,36925477.70700637,314321019.1082802,231907006.3694268,67638216.56050955,67085987.26114649,1
200,200,110145859.8726115,83989976433.12102,140234492356.6879,6721435668.789808,48670977070.06369,852684076.433121,168002728662.4204,0.0,5400117834.394904,165146496.8152866,13831161146.49682,15502622929.93631,112544522929.9363,53312922929.9363,46935137579.61784,41114105095.5414,0
201,201,24840.76433121019,31422929.93630573,31447770.70063695,106096178.343949,209885987.2611465,3821656.050955414,27908917.19745223,0.0,0.0,4235668.789808917,182815286.6242038,213424840.7643312,885843312.1019108,497012101.910828,20853503.18471337,32655414.01273885,5
202,202,0.0,68189808.91719745,68189808.91719745,62288535.03184713,292445222.9299363,8482165.605095541,82503821.65605095,0.0,989808.9171974522,350318.4713375796,276791082.8025477,277141401.2738853,615400000.0,586657324.8407643,12416560.50955414,6307643.312101911,13
203,203,0.0,2717834.394904458,2717834.394904458,826114.6496815287,11153503.18471338,0.0,1948407.643312101,9331210.191082802,9331210.191082802,766242.0382165605,1825477.707006369,2591719.74522293,12328025.47770701,12021656.05095541,289808.9171974522,306369.4267515924,0
204,204,652866.2420382166,5712739490.44586,6847389808.917197,6492582165.605095,13698577707.00637,557390445.8598726,492784713.3757961,1649853503.184713,4821703821.656051,3639211464.968153,9243189171.974522,15231478980.89172,28417677070.06369,25018059235.66879,1001698089.171974,1435714012.738854,26
205,205,3482165.605095541,4080156687.898089,5756689808.917197,27902500636.94268,50138763694.26752,95541401.27388534,8125561146.496815,0.0,1954522292.99363,2197452229.299363,43072057961.78344,45815370700.63694,82366407006.36943,69296390445.85986,4267266878.980892,7278035031.847134,49
206,206,0.0,70977707.00636943,71022292.99363057,27412101.91082802,43558598.72611465,0.0,8514649.681528661,0.0,0.0,60217197.4522293,45849044.58598726,106066242.0382166,231461783.4394904,213957961.7834395,3988535.031847134,17503821.65605095,244
207,207,0.0,5224203.821656051,5224203.821656051,16294267.51592357,20338216.56050956,6369.426751592357,7044585.987261146,0.0,0.0,356687.898089172,18161146.49681529,18517834.39490446,73117834.39490445,67679617.8343949,1457961.78343949,1159872.611464968,26
208,208,0.0,1593630.573248408,1593630.573248408,7235668.789808917,28692356.68789809,0.0,12403184.7133758,0.0,0.0,5056687.898089171,12826114.64968153,17882802.5477707,177668152.866242,170905732.4840764,4507643.312101911,6762420.382165605,2
209,209,0.0,0.0,0.0,12605732.48407643,23159235.66878981,6369.426751592357,2163057.324840764,0.0,0.0,7417834.394904458,13578343.94904458,20996178.34394904,171770700.6369427,167326114.6496815,506369.4267515923,291719.7452229299,24
210,210,0.0,394887261.1464968,406992356.6878981,13191533121.01911,32090347770.70064,6369426.751592357,1991151592.356688,0.0,0.0,6978563057.324841,23344228662.42038,30506189171.97452,27314791719.74522,23382282165.60509,2821051592.356688,2422563694.267516,22
211,211,2905732.484076433,1185875159.235669,1468628025.477707,1620308280.254777,3942856687.898089,159235668.7898089,4021194904.458599,0.0,219471337.5796178,0.0,1137729299.363057,1170818471.337579,6667724840.764331,4272947133.757962,1967813375.796178,1915823566.878981,52
212,212,0.0,12012738.85350318,12012738.85350318,6542038.216560509,32785350.31847133,12738.85350318471,24945859.87261146,6174522.29299363,6174522.29299363,0.0,13677707.00636943,13677707.00636943,123660509.5541401,119304458.5987261,2186624.203821656,235031.847133758,0
213,213,331847.1337579618,100352866.2420382,111554140.1273885,42926114.64968152,177677707.0063694,19108.28025477707,126258598.7261146,19745222.9299363,41097452.22929936,14550955.41401274,102205732.4840764,121875796.1783439,2080846496.815286,1939520382.165605,40103184.71337579,46652866.24203821,83
214,214,0.0,6517197.452229299,6517197.452229299,16650955.41401274,51737579.61783439,7643.312101910828,2800000.0,0.0,0.0,12356687.89808917,27354777.07006369,55454777.0700637,229229299.3630573,227484713.3757962,2792356.687898089,1744585.987261146,14
215,215,0.0,49281528.66242038,49281528.66242038,20387898.08917197,70439490.44585986,12738.85350318471,27928025.47770701,20003821.65605096,21573248.40764331,40787898.08917198,29431847.13375796,70219745.22292994,223546496.8152866,203412738.8535032,3403184.713375796,10198089.17197452,4
