,Наименование ДП,"2018, Нематериальные активы","2019, Нематериальные активы","2020, Нематериальные активы","2018, Основные средства ","2019, Основные средства ","2020, Основные средства ","2018, Внеоборотные активы","2019, Внеоборотные активы","2020, Внеоборотные активы","2018, Дебиторская задолженность","2019, Дебиторская задолженность","2020, Дебиторская задолженность","2018, Оборотные активы","2019, Оборотные активы","2020, Оборотные активы","2018, Уставный капитал ","2019, Уставный капитал ","2020, Уставный капитал ","2018, Капитал и резервы","2019, Капитал и резервы","2020, Капитал и резервы","2018, Заёмные средства (долгосрочные)","2019, Заёмные средства (долгосрочные)","2020, Заёмные средства (долгосрочные)","2018, Долгосрочные обязательства","2019, Долгосрочные обязательства","2020, Долгосрочные обязательства","2018, Заёмные средства (краткосрочные)","2019, Заёмные средства (краткосрочные)","2020, Заёмные средства (краткосрочные)","2018, Кредиторская задолженность","2019, Кредиторская задолженность","2020, Кредиторская задолженность","2018, Краткосрочные обязательства","2019, Краткосрочные обязательства","2020, Краткосрочные обязательства","2018, Выручка","2019, Выручка","2020, Выручка","2018, Себестоимость продаж","2019, Себестоимость продаж","2020, Себестоимость продаж","2018, Прибыль (убыток) до налогообложения ","2019, Прибыль (убыток) до налогообложения ","2020, Прибыль (убыток) до налогообложения ","2018, Прибыль (убыток) от продажи","2019, Прибыль (убыток) от продажи","2020, Прибыль (убыток) от продажи"
55,95,0.0,0.0,0.0,31165605.0955414,21784076.43312102,14812738.85350318,31165605.0955414,21784076.43312102,14812738.85350318,21798726.11464968,28079617.8343949,23399363.05732484,64189808.91719745,70784076.43312101,89723566.87898089,63694.26751592357,63694.26751592357,63694.26751592357,22458598.72611465,22847770.70063694,26152866.24203822,57324840.76433121,51592356.68789808,40605095.54140127,57324840.76433121,51592356.68789808,40605095.54140127,1525477.707006369,742038.2165605095,6359872.611464968,14046496.81528662,17385987.2611465,31418471.33757962,15571974.52229299,18128025.47770701,37778343.94904459,228343312.1019108,249984076.433121,237800000.0,194223566.8789809,215408917.1974522,193897452.2292994,509554.1401273885,771974.5222929936,4146496.815286624,10319108.28025478,9961146.496815288,15166878.98089172
56,96,0.0,0.0,0.0,22143949.04458599,25207006.36942675,23085350.31847133,22143949.04458599,25219745.22292994,23137579.61783439,31149044.58598726,22731210.1910828,41038853.50318471,75952229.29936305,68344585.98726115,100915286.6242038,9554.140127388537,9554.140127388537,9554.140127388537,40327388.53503185,42925477.70700637,44258598.72611465,1882165.605095541,0.0,0.0,1882165.605095541,180891.7197452229,47770.70063694267,18113375.79617834,0.0,34267515.92356688,37185987.26114649,50457961.78343949,45478980.89171974,55886624.20382165,50457961.78343949,79746496.81528662,202953503.1847134,126626114.6496815,147193630.5732484,191031847.1337579,112945859.8726115,127934394.9044586,6080891.719745222,3305732.484076433,1876433.121019108,6682165.605095541,6529936.305732484,-2607006.369426752
57,98,0.0,0.0,0.0,236556687.8980892,219228025.477707,213162420.3821656,236654140.1273885,219228025.477707,213162420.3821656,130647770.7006369,155689808.9171974,87237579.61783439,591033757.9617834,592824203.821656,585791082.8025477,15445859.87261146,15445859.87261146,15445859.87261146,783324203.821656,752196178.343949,743132484.0764331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44363694.26751592,59856050.95541401,55821019.10828025,44363694.26751592,59856050.95541401,55821019.10828025,946609554.1401272,945782165.6050956,812937579.6178343,813785987.2611464,781275796.1783439,714591082.8025477,49452229.29936305,18420382.16560509,28153503.18471337,25408917.19745223,44787898.08917198,9594267.515923567
58,101,0.0,0.0,0.0,7358598.726114649,7412738.853503184,6531210.191082803,7807643.312101911,7933757.961783439,7088535.031847133,44515923.56687898,77395541.40127388,112608917.1974522,145721656.0509554,272821656.0509554,420654140.1273885,22929.93630573248,22929.93630573248,22929.93630573248,10140127.38853503,13538216.56050955,15119108.28025478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63522292.99363057,120988535.0318471,141191719.7452229,201814012.7388535,289539490.4458598,143389171.9745223,267217197.4522293,412623566.8789809,550915923.5668789,545478343.9490446,519308280.2547771,541969426.7515923,537353503.1847134,492756687.8980892,8669426.751592357,4400000.0,2198089.171974522,8946496.815286623,8124840.764331209,26551592.3566879
59,103,21599363.05732484,59361146.49681529,49296815.2866242,1661089808.917197,1726300000.0,1790538216.560509,3678024203.821656,3534645859.872612,4308156050.955414,5697059872.611465,9753332484.076431,13596388535.03185,10253013375.79618,14167580891.71974,18937529299.36306,259872611.4649681,259872611.4649681,259872611.4649681,1049291082.802548,838277707.0063694,476662420.3821656,0.0,0.0,0.0,36602547.77070063,62000000.0,110447770.7006369,3575691719.745223,3905238853.503185,5419258598.726114,8843059872.611465,12123987898.08917,16361087898.08917,12845143949.04459,16801949044.58599,22658575159.23567,6522298089.171974,8483122929.936305,8603907643.312101,5108115923.566878,7573252229.299363,8005971974.522293,347961783.4394904,-137282802.5477707,-308782165.6050955,667775159.2356688,205307006.3694268,-137410191.0828025
60,104,14012.73885350318,10828.02547770701,7643.312101910828,404757961.7834395,566485350.3184713,578578343.9490446,567958598.7261146,727353503.1847134,833802547.7707006,67156687.89808917,88010828.0254777,45022292.99363057,473552229.299363,459745859.8726115,385478343.9490446,640127.3885350318,640127.3885350318,640127.3885350318,704685987.2611464,756232484.0764331,763164968.1528662,0.0,0.0,0.0,21157961.78343949,24249044.58598726,26963057.32484076,133983439.4904459,308757961.7834395,143912101.910828,173233121.0191083,89463694.26751591,274047770.7006369,315666878.9808917,406617834.3949044,429152866.2420382,1785503821.656051,1663326114.649682,1288728025.477707,1467322292.99363,1449164968.152866,1111978980.89172,142974522.2929936,68279617.8343949,10094267.51592357,194926114.6496815,91077707.00636944,65680254.77707006
61,107,201910.8280254777,74522.29299363057,0.0,5041401.27388535,9940764.33121019,9671337.579617834,7512101.910828025,10790445.85987261,10168789.8089172,613275159.2356688,475125477.7070063,262003821.656051,825963057.3248408,794287261.1464968,965887261.1464968,955414.0127388536,955414.0127388536,955414.0127388536,269068152.8662421,364894904.4585987,457161146.4968153,0.0,0.0,0.0,45222.92993630573,39490.44585987261,21019.10828025478,0.0,0.0,0.0,563526751.5923567,438139490.4458598,517150318.4713376,564361783.4394904,440143312.1019108,518873885.3503184,1505436942.675159,1659366242.038217,1348367515.923567,1080478980.89172,1234606369.426752,1033152229.299363,212680891.7197452,123505095.5414013,115247133.7579618,248150318.4713376,144337579.6178344,115971974.522293
62,108,0.0,0.0,0.0,2537579.617834395,2356050.955414013,2064968.152866242,2537579.617834395,2356050.955414013,2064968.152866242,79463694.26751593,54441401.27388535,65245222.9299363,275789808.9171975,317649681.5286624,374722292.9936306,6369.426751592357,6369.426751592357,6369.426751592357,53324203.82165605,70887261.14649682,89632484.07643312,109872611.4649681,0.0,0.0,109883439.4904459,40764.33121019108,31847.13375796178,0.0,114649681.5286624,95756687.89808916,115119745.2229299,134428025.477707,191366242.0382166,115119745.2229299,249077707.0063694,287122929.9363057,1048749044.585987,1094673248.407643,1101724840.764331,936918471.3375796,973513375.7961783,1018782165.605096,16537579.61783439,22120382.16560509,23477707.00636943,36126751.59235669,42650318.47133758,38606369.42675159
63,110,0.0,0.0,0.0,2235247770.700637,2238180254.77707,2074008280.254777,3292705732.484076,3586160509.55414,3504926751.592357,2449484076.433121,2559226114.649682,2397833121.019108,5687685350.318471,5495077707.00637,5760233757.961783,35031847.13375796,35031847.13375796,35031847.13375796,1834208280.254777,2007122292.99363,3574863057.324841,0.0,0.0,2611464968.152866,146957961.7834395,138784713.3757962,2741088535.031847,4538480891.719745,4292867515.923567,5383439.49044586,1851884713.375796,2066414649.681529,2378108917.197452,6999224840.764331,6935331210.191083,2949208917.197452,6893384713.375796,6918317834.394904,7865650955.414012,6246965605.095541,6303399363.057324,6284899363.057324,-1832583439.490446,-1438644585.987261,-476126751.5923567,-1380524840.764331,-1239362420.382166,28009554.14012739
64,111,40127.38853503185,54777.07006369426,43949.04458598726,25251592.3566879,23942675.15923567,2928662.420382165,29444585.98726115,27901273.88535032,11322929.93630573,75543312.10191083,64963694.26751592,75078980.89171974,438420382.1656051,390981528.6624204,515777707.0063694,6369426.751592357,6369426.751592357,6369426.751592357,214598726.1146497,254691719.7452229,291656687.8980892,93630573.24840765,0.0,22292993.63057325,98105732.48407644,5424840.76433121,27271337.57961783,10414012.7388535,2287261.146496815,0.0,139485350.3184713,151576433.1210191,202401910.8280255,155160509.5541401,158766242.0382166,208172611.4649681,714163057.3248408,607504458.598726,608391719.7452229,621060509.5541401,563568152.866242,557095541.4012738,80829299.36305732,51664331.21019108,47588535.03184713,93102547.77070063,43936305.73248407,51296178.34394904
65,112,1910.828025477707,636.9426751592356,0.0,12926114.64968153,11919745.22292994,10838853.50318471,12928025.47770701,11920382.16560509,10838853.50318471,26098726.11464968,35220382.16560509,35747133.75796178,123040127.388535,128699363.0573248,143454140.1273885,6369.426751592357,6369.426751592357,6369.426751592357,84407006.36942674,103582802.5477707,108690445.8598726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51561146.49681529,37036942.67515923,45602547.77070063,51561146.49681529,37036942.67515923,45602547.77070063,369832484.0764331,449894267.5159236,374724203.821656,322517197.4522293,404283439.4904459,317535668.7898089,28328662.42038216,24164968.15286624,37528025.47770701,29671337.57961783,24771337.57961783,36260509.55414013
66,114,777070.0636942675,1302547.770700637,1257961.78343949,1664626114.649682,2231988535.031847,2322983439.490446,1936812738.853503,2710249044.585987,2646149044.585987,1372150955.414013,1558896178.343949,5347175796.178344,3239687261.146497,4605105095.541401,8637239490.44586,621662420.3821656,755749681.5286624,755749681.5286624,2169722929.936306,3340653503.184713,5297530573.248407,600136942.6751592,113208280.2547771,2293039490.44586,839832484.0764331,523659235.6687898,2648203821.656051,327098089.1719745,1373244585.987261,1424121656.050955,1630382802.547771,1752162420.382165,1654585350.318471,2166944585.987261,3451041401.273885,3337653503.184713,6716712738.853503,9155573248.407642,9570299363.057323,4759692993.630573,6175004458.598726,6092034394.904458,1203577707.006369,1937998089.171974,2800866242.038217,1463709554.140127,2207514649.681529,2562954777.070064
67,116,1854777.070063694,1483439.49044586,1112101.910828026,980621656.0509554,991283439.490446,964231210.1910828,1826684076.433121,1825883439.490446,2038078980.89172,2829036305.732484,3035283439.490446,3523949681.528662,10213954777.07006,11413106369.42675,12281326114.64968,573885.3503184713,573885.3503184713,573885.3503184713,6129296815.286624,7727669426.751592,9940790445.859873,0.0,0.0,0.0,0.0,0.0,0.0,1720084713.375796,1442284713.375796,1020844585.987261,4126619745.22293,4014611464.968153,3298364331.210191,5911342038.21656,5511320382.165605,4378614649.681528,51727291082.80254,50188233757.96178,49847101273.88535,47157899363.05732,44569491082.80254,43730764968.15286,1430037579.617834,2576931210.191082,3180468789.808917,1671680254.77707,2499806369.426752,2994350955.414012
68,120,0.0,0.0,0.0,80071974.52229299,81891082.80254777,64595541.40127388,80071974.52229299,82018471.33757961,64722929.93630573,124836305.7324841,120244585.9872611,200678343.9490446,259990445.8598726,302064331.2101911,401177707.0063694,6369.426751592357,6369.426751592357,6369.426751592357,157748407.6433121,180379617.8343949,205870700.6369427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57415923.56687898,182314012.7388535,203703184.7133758,202613375.7961783,182314012.7388535,203703184.7133758,260029936.3057325,861622929.9363056,852285350.3184713,914894904.4585989,635794267.5159235,621133757.9617834,703744585.9872612,53473885.35031847,70114649.68152866,108229299.3630573,50138216.56050956,52261783.43949044,97355414.01273884
69,121,2835031.847133758,2077707.006369427,1350318.47133758,72878980.89171974,74905732.48407643,77515923.56687897,113469426.7515924,116205732.4840764,116943312.1019108,63854140.12738853,63996815.2866242,76831847.13375796,149637579.6178344,155600000.0,165892356.6878981,19108.28025477707,19108.28025477707,19108.28025477707,57784076.43312102,79952229.29936305,85671974.52229299,31210191.08280255,28662420.3821656,22331210.1910828,55740127.38853503,49689808.91719745,39031210.1910828,29373248.40764331,25538853.50318471,32211464.96815287,110534394.9044586,102157961.7834395,110224203.821656,149582165.6050955,142163694.2675159,158132484.0764331,710267515.9235668,756119108.2802547,645852229.299363,645180891.7197452,669215286.6242038,504675159.2356688,8594904.458598725,29140764.33121019,7421019.108280255,24068789.8089172,44973248.40764331,20455414.01273885
70,122,0.0,0.0,0.0,8591082.80254777,12563694.26751592,14068789.8089172,9654777.070063692,12563694.26751592,15100636.94267516,95043949.044586,73921656.05095541,63280891.71974522,161001273.8853503,163978980.8917197,153289808.9171974,6369.426751592357,6369.426751592357,6369.426751592357,82806369.42675158,87177707.00636943,88126114.64968152,0.0,0.0,0.0,0.0,0.0,0.0,21848407.6433121,22914649.68152866,15791082.80254777,66001273.88535032,66450318.47133758,64473248.40764331,87849681.52866241,89364968.15286624,80264331.21019109,381651592.3566879,353614012.7388535,372181528.6624204,313176433.1210191,292350955.4140127,297135668.7898089,30358598.72611465,19043312.10191083,12215286.62420382,41405732.48407643,21908280.25477707,29761783.43949044
71,124,1256386624.203822,1083368152.866242,1261917834.394904,27344897452.2293,30072928662.42038,34008038853.50319,353104404458.5987,395700477707.0063,701053071337.5796,8889623566.87898,8603234394.904459,19721286624.20382,45365125477.70701,76086864331.21019,62900486624.20382,87898.08917197451,87898.08917197451,87898.08917197451,167173445859.8726,199294141401.2739,455191071974.5223,173294685350.3185,167979156687.8981,152516203821.656,218657384713.3758,218470236942.6751,259646440764.3312,5956236942.675159,43613629299.36305,34351868152.86624,5899319108.280254,9574717834.394903,13677310828.02548,12638698726.11465,54022963694.26752,49116045222.92993,86548703184.71338,104237947770.7006,139792549681.5287,26597198089.17197,31509943949.04459,33500956687.89809,27111706369.42675,68415192356.6879,345669830573.2484,53950595541.40127,65516645859.87261,96369729299.36304
72,125,0.0,0.0,0.0,11089171.97452229,9085350.318471337,9663057.324840764,11129299.36305732,9085350.318471337,9663057.324840764,132273885.3503185,99524840.7643312,121203821.656051,232782165.6050955,199802547.7707006,212111464.9681529,636942.6751592356,636942.6751592356,636942.6751592356,55228025.47770701,42294904.45859873,52721019.10828026,8119108.280254777,4793630.573248408,28678980.89171974,8168789.808917197,4852866.242038216,28736942.67515923,24820382.16560509,21236942.67515923,3138216.560509554,155693630.5732484,140503184.7133758,131132484.0764331,180514012.7388535,161740764.3312102,140315923.566879,1224618471.337579,1388771337.579618,1259292993.630573,1045371974.522293,1186847133.757962,1059771974.522293,22822292.99363057,19631210.1910828,16561783.43949044,40791719.74522293,37681528.66242038,9807006.369426752
73,126,0.0,0.0,0.0,47682165.60509554,76025477.70700637,125487898.089172,56140764.33121019,90019745.22292994,320056687.8980892,2310365605.095541,4306147770.700637,5144041401.273885,3478589171.974522,6208968152.866241,8063359872.611465,59896815.2866242,59896815.2866242,59896815.2866242,-114191719.7452229,824477707.0063694,985501910.8280256,0.0,0.0,0.0,211994904.4585987,178137579.6178344,58996178.34394904,1374124203.821656,2018303821.656051,1910828025.477707,1822947770.700637,2462019108.280255,4429954140.127388,3436926751.592357,5296372611.464968,7338918471.33758,4619331210.191083,5826626751.592357,5992326751.592357,4870169426.751593,6323973248.407643,6915942038.21656,-421779617.8343949,-816774522.2929935,-1292934394.904459,-392109554.1401274,-687242675.1592356,-1172994904.458599
74,127,0.0,1124203.821656051,2411464.968152866,612101.9108280254,525477.7070063694,963057.3248407644,612101.9108280254,1649681.52866242,3375159.23566879,25607006.36942675,21034394.9044586,27124840.76433121,142025477.7070064,150650955.4140127,166184076.433121,3191082.802547771,3191082.802547771,3191082.802547771,82298089.17197452,89720382.1656051,96810828.0254777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12655414.01273885,60339490.44585987,62580254.77707006,60092356.68789808,60339490.44585987,62580254.77707006,72747770.70063694,532955414.0127388,500312738.8535032,489315286.6242038,436219745.2229299,393922292.9936305,382864331.2101911,5555414.012738854,9692993.630573248,9350318.47133758,7068152.866242038,10582802.5477707,11405732.48407643
75,128,350955.4140127389,205732.4840764331,57324.84076433121,95814012.7388535,43780891.71974522,32114012.7388535,96270063.69426753,44273248.40764331,32999363.05732484,3219167515.923567,4250529299.363057,3900033757.961783,7118728662.420382,8409917834.394904,8966568152.866241,6439490.445859873,6439490.445859873,6439490.445859873,1944987898.089172,2152604458.598726,2537458598.726115,1245222.929936306,659235.6687898089,294904.4585987261,2756050.955414013,2875796.178343949,1364331.210191083,2534987261.146497,3039486624.203822,2338435031.847134,2732267515.923567,3259224203.821656,4085808917.197452,5267254777.070064,6298710828.025477,6460743949.044586,22394577707.00637,24371552866.24204,27381795541.40127,20605264331.21019,22575773248.40764,24416493630.57325,323003821.6560509,256545859.8726115,502970700.6369427,482984713.3757961,216939490.4458598,632281528.6624204
76,129,100724203.821656,86177070.06369427,102224840.7643312,190115286.6242038,201306369.4267516,216666242.0382166,291938853.5031847,288102547.7707006,319660509.5541401,435120382.1656051,593135668.7898089,722182802.5477706,1407761783.43949,1877131847.133758,1822012738.853503,98053503.18471338,98053503.18471338,98053503.18471338,1032940764.33121,1036452866.242038,1333014012.738853,0.0,0.0,0.0,5236305.732484076,5288535.031847133,4609554.140127389,159891719.7452229,424730573.2484076,468256050.955414,488780891.7197452,685857961.7834395,317079617.8343949,661523566.8789809,1123492993.630573,804049681.5286624,2800416560.509554,2544411464.968153,2554445859.872612,2057083439.490446,1919303821.656051,1767638853.503185,464878980.8917197,208996178.343949,481296815.2866242,436992356.6878981,281941401.2738853,460616560.5095541
77,131,3184.713375796178,465605.0955414012,465605.0955414012,31808280.25477707,32126751.59235669,25984076.43312102,33021019.10828025,33854140.12738854,61260509.55414013,287890445.8598726,176591082.8025478,255095541.4012739,742400636.9426751,851226114.6496814,762173885.3503184,676433.1210191082,676433.1210191082,676433.1210191082,188080891.7197452,204960509.5541401,222708280.2547771,187581528.6624204,130996815.2866242,208140764.3312102,187581528.6624204,130996815.2866242,208140764.3312102,299547133.7579618,359996178.343949,188737579.6178344,97271337.57961784,174951592.3566879,184973248.4076433,399759235.6687898,549122929.9363058,392585350.3184713,2450578980.89172,2681409554.140127,2908698726.11465,2207286624.203822,2350391719.745223,2527538853.503185,1825477.707006369,29309554.14012739,24365605.0955414,52906369.42675159,61104458.59872611,92159235.6687898
78,133,664416560.5095541,1064327388.535032,1477724203.821656,61800505095.5414,65094010828.02547,59545442675.15923,100971218471.3376,98505780254.77708,89408790445.85986,46046757961.78344,48009290445.85987,30191735031.84713,51409047133.75796,51717649681.52866,34198374522.29299,2110375796.178344,2110375796.178344,2110375796.178344,86130257961.78343,87690249044.58598,73420993630.57324,34819145859.87261,26837579617.83439,20127388535.03185,43118821656.05096,36974042675.15923,31585384713.37579,696236305.7324841,4500887261.146497,7350678343.949044,21440247133.75796,19964217834.39491,10044656687.89809,23131185987.26115,25559138216.56051,18600786624.20382,120330668152.8662,117808097452.2293,47037179617.8344,107701123566.879,111528745859.8726,59787365605.09554,9156919745.222927,1954005095.541401,-16786245222.92994,10599087898.08917,4256742675.159235,-14800148407.64331
79,134,69426.75159235668,133757.9617834395,181528.6624203822,52143949.04458599,44965605.0955414,36146496.81528662,201318471.3375796,195319108.2802548,186861146.4968153,113341401.2738853,103470063.6942675,107451592.3566879,290649681.5286624,303854777.0700637,336259872.611465,6369.426751592357,6369.426751592357,6369.426751592357,247270063.6942675,253949044.5859872,263670063.6942675,44605095.54140127,125050955.4140127,115312738.8535032,49758598.72611465,130345222.9299363,118316560.5095541,77701273.88535032,15591719.74522293,30563694.26751592,105223566.8789809,85832484.07643312,95473885.35031846,194939490.4458599,114879617.8343949,141135031.8471338,692701273.8853503,673754777.0700637,621077707.0063694,530964331.2101911,496472611.4649681,463508280.2547771,13268152.86624204,9854140.127388537,10743312.10191083,11106369.42675159,19756687.89808917,9544585.987261146
80,135,38145222.9299363,27208280.25477707,68152.86624203822,13170546496.81529,12297543312.10191,10989505732.48408,16178930573.24841,15002564331.21019,14175431847.13376,9103987898.089172,15759705095.5414,11454835031.84713,15492608280.25478,21426420382.1656,17148019108.28025,372312738.8535032,372312738.8535032,372312738.8535032,7551045859.872611,9162760509.55414,9099954140.127388,11946701910.82803,10729504458.59873,7738421656.050955,12210610828.02548,11056319108.28025,8034938216.56051,5414012738.853503,0.0,6259235668.789808,6036188535.031847,15827036305.73248,7588812101.910828,11909882165.60509,16209905095.5414,14188558598.72611,36749423566.87898,42085566878.98089,32669234394.90446,34757319108.28025,36377496178.34395,29845166878.98089,-1883073248.407643,2010277707.006369,-401426114.6496815,506405095.5414013,3987474522.292994,845772611.4649681
81,136,0.0,0.0,0.0,9950318.47133758,6250955.414012739,7645222.929936306,9950318.47133758,6250955.414012739,7645222.929936306,11975796.17834395,21657324.84076433,28361146.49681529,68612101.91082802,62300636.94267516,80410828.0254777,2601273.885350318,2601273.885350318,2601273.885350318,34003184.71337579,34665605.0955414,35346496.81528662,23792993.63057325,13057324.84076433,25456050.95541401,23792993.63057325,13057324.84076433,25456050.95541401,0.0,0.0,0.0,20766242.03821656,20829299.36305732,27254140.12738853,20766242.03821656,20829299.36305732,27254140.12738853,317661783.4394904,331394904.4585987,303200000.0,298044585.9872611,309659235.6687898,281370063.6942675,818471.3375796179,887898.0891719745,907006.3694267516,4447133.757961784,3638853.503184713,3265605.095541401
82,137,66242.03821656051,66242.03821656051,66242.03821656051,17460227388.53503,18024896815.28662,18331236305.73248,18229256050.95541,18404071337.57962,18736303184.71338,380492993.6305732,562396178.3439491,725225477.7070063,1917394904.458599,2487078980.89172,2908216560.509554,12164968152.86624,12164968152.86624,12164968152.86624,14533149681.52866,14041387898.08917,13945354140.12739,0.0,1878980891.719745,2738853503.184713,364336305.732484,2211912738.853503,3044784713.375796,4062895541.401274,2675321656.050955,2742235031.847134,992464331.210191,1777987898.089172,1692476433.121019,5249164968.152866,4637849044.585987,4654380891.719745,6078229936.305732,7007985987.261147,7199012738.853503,5189982165.605095,6094768152.866241,5788817197.452229,-619464331.210191,-574582802.5477706,-110840764.3312102,112751592.3566879,-84420382.1656051,310578980.8917198
83,140,0.0,0.0,0.0,419108.2802547771,1391082.802547771,1077070.063694268,419108.2802547771,1391082.802547771,1097452.229299363,6379617.834394904,7334394.904458598,6428025.477707006,20743312.10191083,24744585.98726115,26272611.46496815,6369.426751592357,6369.426751592357,6369.426751592357,15324203.82165605,17491082.80254777,20538216.56050956,0.0,0.0,0.0,0.0,519108.2802547771,189171.974522293,0.0,0.0,0.0,5838216.560509554,8125477.707006369,6642675.159235668,5838216.560509554,8125477.707006369,6642675.159235668,48778343.94904459,57406369.42675159,52345859.87261146,41275159.23566879,49298089.17197452,43671337.57961784,2462420.382165605,2558598.72611465,3810191.082802548,3801273.885350318,3101273.885350318,3829936.305732484
84,141,0.0,0.0,0.0,26577707.00636943,22784713.37579618,22856050.95541401,29390445.85987261,22784713.37579618,22872611.46496815,210701910.8280255,240650318.4713376,316471337.5796178,452600000.0,497128662.4203821,658010191.0828025,668789.8089171974,668789.8089171974,668789.8089171974,83945859.87261146,95188535.03184712,115792993.6305732,106687898.089172,79617834.39490445,117834394.9044586,110913375.7961783,81924840.7643312,118665605.0955414,428662.4203821656,38812101.91082802,29815286.62420382,286702547.7707006,303526114.6496815,415424840.7643312,287131210.1910828,342800000.0,446424203.821656,2088512101.910828,1572598726.11465,2806954777.070064,2014794904.458599,1513042038.21656,2684466242.038217,15928662.42038216,13851592.3566879,25753503.18471337,14018471.33757962,20798726.11464968,45919108.28025477
85,142,0.0,0.0,0.0,2746496.815286624,2381528.662420382,2016560.50955414,2746496.815286624,2381528.662420382,2016560.50955414,4545222.929936306,1472611.464968153,6147770.700636943,15786624.20382166,15605095.54140127,22276433.12101911,0.0,0.0,0.0,4974522.29299363,5435668.789808917,6376433.121019108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1261146.496815287,13558598.72611465,12550955.41401274,16655414.01273885,13558598.72611465,12550955.41401274,17916560.50955414,40649044.58598726,39778343.94904459,36978980.89171974,40282802.5477707,39302547.77070063,36424840.76433121,322292.9936305732,428662.4203821656,481528.6624203821,366242.0382165605,475796.178343949,554140.1273885351
86,143,0.0,0.0,0.0,70486624.20382166,67512738.85350318,67038853.50318471,70486624.20382166,67526751.59235668,67049044.58598725,18913375.79617834,87817834.39490445,70754777.0700637,56563057.32484076,105787898.089172,98458598.72611465,6369.426751592357,6369.426751592357,6369.426751592357,12230573.24840764,24251592.3566879,35522292.99363057,0.0,0.0,0.0,0.0,2986624.203821656,1378343.949044586,8918471.337579617,175159.2356687898,12915923.56687898,105900636.9426752,145901273.8853503,115691082.8025478,114819108.2802548,146076433.1210191,128607006.3694267,168484076.433121,242240127.388535,266587898.089172,155368789.8089172,225988535.0318471,262017197.4522293,6375796.178343949,14750318.47133758,14484076.43312102,10581528.66242038,15107643.31210191,3719108.280254777
87,144,0.0,0.0,0.0,7003184.713375796,6470063.694267516,6131210.191082803,7003184.713375796,6470063.694267516,6131210.191082803,44481528.66242038,70721019.10828026,70782802.5477707,44552229.29936305,71147133.75796178,71077707.00636943,6369.426751592357,6369.426751592357,6369.426751592357,1259872.611464968,1632484.076433121,2136305.732484076,0.0,0.0,0.0,5095.541401273885,5095.541401273885,5095.541401273885,6114649.681528662,9503184.713375796,9484076.433121018,44175796.17834394,66339490.44585987,65424203.82165605,50290445.85987261,75979617.8343949,75067515.92356688,315135668.7898089,352527388.5350319,341656050.955414,310438216.5605096,345631847.1337579,332524203.821656,642675.1592356687,515923.5668789809,647770.7006369426,1122292.993630573,1554140.127388535,1515923.566878981
88,145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30712101.91082802,33076433.12101911,21144585.98726115,63420382.16560509,63550318.47133758,63280891.71974522,6369.426751592357,6369.426751592357,6369.426751592357,7308917.197452229,10383439.49044586,15060509.55414013,26905732.48407643,24830573.24840764,26429299.36305732,26905732.48407643,24830573.24840764,26429299.36305732,1600000.0,5891719.74522293,503821.6560509554,27605095.54140127,22444585.98726115,21287898.08917197,29205095.54140127,28336305.73248408,21791082.80254777,382189808.9171975,337505732.4840764,262091719.7452229,345064331.2101911,302003821.6560509,234092356.6878981,5061146.496815287,3843312.101910828,5845859.872611465,10064331.21019108,9612101.910828026,9149044.58598726
89,146,0.0,0.0,0.0,36711464.96815287,37504458.59872612,50134394.9044586,36711464.96815287,37504458.59872612,50134394.9044586,26234394.9044586,25987898.08917197,43959235.6687898,26530573.24840764,32056687.89808917,50903821.65605095,12738.85350318471,12738.85350318471,6389808.917197452,13064331.21019108,27242675.15923567,45511464.96815287,0.0,0.0,16247133.75796178,0.0,0.0,16247133.75796178,1808280.25477707,4364968.152866242,18412738.85350318,48369426.75159235,37954140.12738854,20866878.98089172,50177707.00636943,42318471.33757962,39279617.8343949,169301273.8853503,194058598.7261146,224585350.3184713,156916560.5095541,177114649.6815287,202870063.6942675,5542675.159235668,15521019.10828025,13282802.5477707,6839490.445859873,9134394.9044586,13722929.93630573
90,148,15286.62420382166,10828.02547770701,5732.484076433121,45434394.9044586,50400000.0,98863057.32484075,46070700.63694267,52932484.07643312,101102547.7707006,261611464.9681529,164194904.4585987,262925477.7070064,779266242.0382165,863554140.1273885,684143312.1019108,6375796.178343949,6375796.178343949,6375796.178343949,716428025.477707,853926751.5923567,697627388.5350318,0.0,2547.770700636942,636.9426751592356,328662.4203821656,887261.1464968153,1119745.222929936,1910.828025477707,1910.828025477707,0.0,104795541.4012739,50280254.77707006,80180891.71974522,108580254.7770701,61672611.46496815,86498726.11464968,2084398089.171974,1886358598.726115,1830329299.363057,1480277707.006369,1453979617.834395,1451461783.43949,508566242.0382165,271483439.4904459,234291719.7452229,485530573.2484076,254362420.3821656,213105095.5414013
